Car_Id;SerialNumber;Brand;Model;Sold_Price;Driven_KM;Type;EngineV;FuelType;Safety_Features;Region;Year;Transmission;Condition;Color;Entertainment_Features;Unnamed: 16;Accident_History;Transmission.1;Condition_Score;Car_Age
5052;557TUN52650;Hyundai;Transit;27350;264828;Hatchback;1.4;Electric;ESP, Lane Assist;Nabeul;2010;Manual;Average;Red;Apple CarPlay, Bluetooth;;Yes;Manual;1;15
5053;535TUN25180;Mercedes;X3;35737;248957;SUV;1.4;Electric;ESP, Blind Spot Monitor;Kairouan;2018;Manual;Average;Gray;USB Ports, Apple CarPlay, Bluetooth;;Yes;Manual;1;7
5054;426TUN96587;Volkswagen;Tucson;51986;15460;Pickup;2.7;Hybrid;Airbags;Bizerte;2017;Manual;Good;Blue;Radio;;No;Manual;2;8
5055;813TUN62178;Peugeot;Tiguan;30101;226606;Hatchback;2.0;Hybrid;Traction Control, Blind Spot Monitor;Tataouine;2008;Manual;Average;Red;USB Ports, Radio, Apple CarPlay;;No;Manual;1;17
5056;892TUN73404;Toyota;Yaris;24226;225839;Pickup;2.4;Diesel;ESP, Blind Spot Monitor, Airbags;Nabeul;2002;Manual;Average;White;USB Ports;;No;Manual;1;23
5057;984TUN74117;Ford;Sorento;41555;250237;Sedan;2.7;Petrol;Traction Control;Nabeul;2016;Manual;Good;Black;Radio, Android Auto;;Yes;Manual;2;9
5058;803TUN40783;Ford;Transit;55630;67263;Hatchback;3.0;Diesel;ABS, Lane Assist;Nabeul;2022;Automatic;Average;Blue;Bluetooth, Android Auto;;Yes;Automatic;1;3
5059;374TUN76517;Kia;Polo;23971;178058;Coupe;1.5;Petrol;Blind Spot Monitor;Sfax;2000;Automatic;Average;Black;Radio, Apple CarPlay;;Yes;Automatic;1;25
5060;971TUN63609;Volkswagen;Picanto;38468;53577;Coupe;3.0;Petrol;ABS, Lane Assist, Airbags;Sousse;2004;Automatic;Good;Red;Radio, Apple CarPlay, Android Auto;;Yes;Automatic;2;21
5061;890TUN52361;Hyundai;C5;41529;182914;Hatchback;2.4;Electric;Airbags;Kairouan;2014;Automatic;Good;Black;Bluetooth;;Yes;Automatic;2;11
5062;425TUN63900;CitroÃ«n;i10;44164;69362;SUV;3.0;Diesel;Traction Control;Nabeul;2009;Automatic;Good;Black;USB Ports;;No;Automatic;2;16
5063;552TUN65731;Renault;Megane;33300;278507;Coupe;1.9;Electric;ESP, Lane Assist, Airbags;Tunis;2015;Automatic;Average;Black;Android Auto, Apple CarPlay, Navigation;;No;Automatic;1;10
5064;155TUN45168;Kia;Ranger;50698;100595;Sedan;1.5;Petrol;ABS, Lane Assist, ESP;Nabeul;2023;Manual;Good;Blue;Radio, Navigation, Android Auto;;Yes;Manual;2;2
5065;324TUN54543;Peugeot;Camry;55013;51929;SUV;2.0;Petrol;ESP;Bizerte;2023;Manual;Average;Red;Navigation, Radio;;No;Manual;1;2
5066;146TUN50437;Peugeot;A-Class;55311;6325;Hatchback;1.8;Electric;ABS;Sousse;2019;Automatic;Excellent;Red;Navigation;;Yes;Automatic;3;6
5067;326TUN85039;Ford;Megane;39396;154790;Sedan;2.5;Petrol;ESP, Lane Assist, Blind Spot Monitor;Nabeul;2008;Manual;Excellent;White;Bluetooth, Apple CarPlay, Radio;;No;Manual;3;17
5068;648TUN37027;Toyota;Passat;39289;85767;Sedan;1.8;Petrol;ESP;Nabeul;2010;Automatic;Good;Gray;Bluetooth, Radio;;Yes;Automatic;2;15
5069;212TUN90386;Hyundai;Rio;43912;209369;Hatchback;6.2;Electric;ABS, ESP;GabÃ¨s;2006;Manual;Excellent;Red;Navigation, Apple CarPlay;;No;Manual;3;19
5070;232TUN89293;Volkswagen;Fiesta;25483;206946;Coupe;1.8;Petrol;ESP, Airbags;Bizerte;2002;Automatic;Good;Blue;Radio, USB Ports;;No;Automatic;2;23
5071;839TUN12767;Hyundai;2008;44172;74062;SUV;2.0;Petrol;ABS, Airbags, Blind Spot Monitor;GabÃ¨s;2015;Automatic;Average;Red;Radio, Apple CarPlay, Android Auto;;No;Automatic;1;10
5072;192TUN53684;Mercedes;Hilux;37861;229477;Pickup;1.8;Hybrid;ESP, Blind Spot Monitor;Tunis;2016;Manual;Good;Black;USB Ports, Bluetooth, Apple CarPlay;;No;Manual;2;9
5073;885TUN82468;Peugeot;GLC;27165;236487;Pickup;2.0;Hybrid;Traction Control;Kairouan;2002;Manual;Excellent;Black;Apple CarPlay;;Yes;Manual;3;23
5074;150TUN77980;CitroÃ«n;Tucson;26282;264574;Coupe;2.4;Diesel;Traction Control, ESP;Tozeur;2005;Automatic;Good;Red;Radio;;Yes;Automatic;2;20
5075;648TUN36009;BMW;Berlingo;49882;213944;Sedan;1.9;Electric;Blind Spot Monitor, Traction Control, ESP;Nabeul;2025;Manual;Excellent;Gray;Android Auto, USB Ports, Bluetooth;;No;Manual;3;0
5076;958TUN80215;BMW;Jumpy;20770;258010;Pickup;2.0;Diesel;Traction Control, ABS;Kairouan;2000;Manual;Average;Black;Radio;;No;Manual;1;25
5077;835TUN40059;Peugeot;Focus;47344;144589;Hatchback;2.99;Petrol;Traction Control, Blind Spot Monitor;Monastir;2018;Manual;Average;Black;Radio;;No;Manual;1;7
5078;265TUN59005;Peugeot;Yaris;47681;68535;Pickup;1.5;Electric;ABS, ESP;Bizerte;2020;Automatic;Average;Red;Navigation, Android Auto, Apple CarPlay;;No;Automatic;1;5
5080;113TUN14728;Kia;i10;33974;32148;SUV;2.2;Diesel;Blind Spot Monitor;Sfax;2003;Manual;Average;White;Navigation, USB Ports;;No;Manual;1;22
5081;873TUN79016;Toyota;2008;46964;32165;Sedan;2.2;Hybrid;Traction Control, Airbags;Nabeul;2014;Manual;Good;Black;USB Ports, Radio;;No;Manual;2;11
5082;507TUN73556;Peugeot;Kadjar;38288;242759;Sedan;2.6;Electric;ABS, Airbags, Lane Assist;Nabeul;2014;Manual;Good;Blue;Android Auto, USB Ports;;Yes;Manual;2;11
5083;389TUN49513;Kia;C5;59797;40935;Hatchback;2.4;Diesel;Lane Assist, ESP, Blind Spot Monitor;Tozeur;2025;Automatic;Good;Gray;Bluetooth, Apple CarPlay, Radio;;Yes;Automatic;2;0
5084;746TUN42415;Kia;Accent;41717;220214;Hatchback;1.6;Electric;Traction Control, Airbags;Tataouine;2018;Manual;Good;Red;Navigation, Radio, Apple CarPlay;;No;Manual;2;7
5085;867TUN26206;Volkswagen;Transit;49899;92085;Hatchback;5.0;Electric;Traction Control, Airbags;Tozeur;2009;Automatic;Excellent;Blue;Navigation, Bluetooth, Android Auto;;No;Automatic;3;16
5086;486TUN95888;Toyota;Rio;42489;155150;Sedan;1.8;Hybrid;Blind Spot Monitor;Sousse;2017;Manual;Good;White;Android Auto;;No;Manual;2;8
5087;937TUN45389;Toyota;Yaris;29699;211361;Hatchback;2.0;Petrol;Traction Control, ABS;Kairouan;2005;Automatic;Good;Gray;USB Ports, Bluetooth, Radio;;No;Automatic;2;20
5088;178TUN19684;Mercedes;5 Series;36702;25476;Pickup;1.6;Petrol;Airbags, Blind Spot Monitor;Sousse;2007;Manual;Average;Gray;Navigation;;No;Manual;1;18
5089;820TUN64444;Ford;Accent;30026;99096;Coupe;1.5;Hybrid;Airbags, Blind Spot Monitor, ESP;Sfax;2004;Manual;Average;White;Android Auto, Bluetooth, Apple CarPlay;;No;Manual;1;21
5090;860TUN81001;CitroÃ«n;Berlingo;42634;5823;Sedan;3.2;Petrol;Traction Control, Lane Assist;GabÃ¨s;2005;Automatic;Average;Blue;Apple CarPlay;;Yes;Automatic;1;20
5091;255TUN22524;CitroÃ«n;3008;53961;107314;Hatchback;2.5;Diesel;ABS, Blind Spot Monitor;Sfax;2022;Automatic;Good;White;Navigation, Apple CarPlay, USB Ports;;Yes;Automatic;2;3
5092;911TUN61265;Kia;Kuga;33948;204199;Hatchback;2.0;Petrol;ABS;Tozeur;2007;Automatic;Excellent;Black;Android Auto, USB Ports, Bluetooth;;Yes;Automatic;3;18
5093;720TUN50919;Renault;X1;34371;91123;Pickup;1.4;Diesel;ESP, ABS;Tataouine;2009;Manual;Average;Blue;Apple CarPlay, Bluetooth, Android Auto;;No;Manual;1;16
5094;535TUN77155;CitroÃ«n;Captur;43893;206348;Hatchback;3.0;Petrol;Airbags, Traction Control;Tozeur;2016;Manual;Good;Black;Radio;;No;Manual;2;9
5095;409TUN45920;Mercedes;Sorento;47541;40414;Pickup;2.5;Hybrid;Lane Assist;Monastir;2014;Manual;Average;White;Bluetooth, USB Ports, Navigation;;Yes;Manual;1;11
5096;202TUN44638;Toyota;Focus;55691;218664;SUV;4.0;Hybrid;ABS;Monastir;2024;Automatic;Excellent;White;Android Auto, Apple CarPlay;;No;Automatic;3;1
5097;690TUN71787;CitroÃ«n;Megane;32966;251697;Pickup;1.4;Hybrid;Airbags;GabÃ¨s;2013;Manual;Average;Gray;USB Ports;;Yes;Manual;1;12
5098;539TUN22197;Mercedes;i20;35020;165453;Hatchback;2.0;Hybrid;ESP;Tunis;2005;Manual;Excellent;Black;Bluetooth;;Yes;Manual;3;20
5099;516TUN83530;Kia;Captur;39598;13309;Hatchback;2.2;Electric;ABS, Blind Spot Monitor;Nabeul;2005;Manual;Average;Gray;Navigation, Android Auto;;Yes;Manual;1;20
5100;391TUN79888;Ford;Berlingo;56161;46865;Coupe;2.4;Diesel;ABS, Blind Spot Monitor;Nabeul;2022;Manual;Good;Blue;Android Auto, USB Ports;;No;Manual;2;3
5101;491TUN12256;Renault;Kuga;43423;215282;Pickup;2.2;Diesel;Lane Assist;Tozeur;2016;Manual;Excellent;Black;Navigation, Android Auto;;Yes;Manual;3;9
5102;845TUN61595;Mercedes;7 Series;33859;291092;Coupe;2.0;Petrol;Traction Control, Airbags, ABS;Sousse;2014;Automatic;Average;Red;Bluetooth;;Yes;Automatic;1;11
5103;881TUN81641;Renault;C-Class;56800;32947;SUV;2.0;Petrol;Lane Assist, ESP, Airbags;Kairouan;2023;Automatic;Good;Black;Navigation, Apple CarPlay, Bluetooth;;Yes;Automatic;2;2
5104;563TUN39368;BMW;2008;54883;48311;Hatchback;1.6;Electric;ESP;Sousse;2024;Automatic;Good;Black;Radio, USB Ports;;No;Automatic;2;1
5105;125TUN62081;Toyota;Captur;36827;44482;Coupe;1.5;Petrol;ESP;Sfax;2004;Manual;Excellent;Blue;Bluetooth, Android Auto, USB Ports;;Yes;Manual;3;21
5106;557TUN58473;Renault;5 Series;29432;212120;Coupe;1.6;Petrol;ABS, Blind Spot Monitor;Kairouan;2004;Automatic;Excellent;Red;USB Ports, Navigation;;Yes;Automatic;3;21
5107;211TUN94255;Toyota;Focus;31248;149214;Hatchback;2.0;Petrol;ABS, Lane Assist, ESP;Sousse;2007;Automatic;Average;Gray;Radio, Android Auto, Apple CarPlay;;Yes;Automatic;1;18
5108;247TUN92564;Ford;Sprinter;49024;96638;Hatchback;2.0;Diesel;ESP;Sousse;2021;Manual;Average;White;Navigation;;No;Manual;1;4
5109;197TUN83516;CitroÃ«n;Hilux;54280;40329;Pickup;1.4;Hybrid;Blind Spot Monitor;Sousse;2024;Automatic;Average;Gray;Navigation, Apple CarPlay, Radio;;No;Automatic;1;1
5110;985TUN74200;Renault;3008;31156;205053;Hatchback;2.2;Petrol;Blind Spot Monitor;Monastir;2010;Manual;Average;White;Bluetooth, Apple CarPlay;;No;Manual;1;15
5111;185TUN28524;Mercedes;Megane;39843;41815;SUV;2.8;Hybrid;Lane Assist;Tozeur;2001;Manual;Excellent;Black;USB Ports, Android Auto;;Yes;Manual;3;24
5112;958TUN72064;BMW;i10;36670;213043;Pickup;4.4;Diesel;Traction Control, ESP, Airbags;Monastir;2004;Automatic;Good;Black;Bluetooth, USB Ports, Navigation;;No;Automatic;2;21
5113;959TUN84270;CitroÃ«n;Cerato;43298;192827;Pickup;1.8;Electric;Airbags;Tozeur;2017;Manual;Excellent;Gray;Radio;;Yes;Manual;3;8
5114;160TUN74673;Kia;Captur;33846;223931;Hatchback;2.5;Electric;ESP, Airbags, ABS;Tataouine;2010;Manual;Average;Black;Bluetooth, USB Ports;;Yes;Manual;1;15
5115;418TUN54285;Mercedes;208;33458;230890;Sedan;2.0;Electric;Blind Spot Monitor, Traction Control;GabÃ¨s;2008;Manual;Excellent;Gray;Bluetooth, USB Ports, Navigation;;Yes;Manual;3;17
5116;137TUN52132;BMW;Hilux;52126;132071;Sedan;1.5;Electric;Blind Spot Monitor;Bizerte;2022;Manual;Excellent;White;Bluetooth, Apple CarPlay;;Yes;Manual;3;3
5117;713TUN63285;BMW;Sportage;49018;59281;Pickup;3.0;Hybrid;Airbags, Blind Spot Monitor, Lane Assist;Tunis;2015;Automatic;Average;Gray;Radio;;No;Automatic;1;10
5118;374TUN37423;BMW;Kuga;38849;235016;Coupe;4.0;Petrol;Traction Control, Airbags;Sfax;2011;Automatic;Good;White;Android Auto;;No;Automatic;2;14
5119;913TUN74058;Renault;3008;27605;183631;Pickup;2.4;Diesel;ESP, Traction Control;Nabeul;2000;Manual;Good;White;Android Auto, Bluetooth, Navigation;;No;Manual;2;25
5121;572TUN73307;Ford;Picanto;36674;122390;Coupe;2.0;Electric;Traction Control, Airbags, Lane Assist;Nabeul;2006;Manual;Excellent;White;Navigation, Android Auto, Bluetooth;;No;Manual;3;19
5122;979TUN20673;Ford;i20;44870;172250;Hatchback;1.8;Electric;Traction Control, Blind Spot Monitor;Tozeur;2019;Manual;Good;White;Navigation, USB Ports, Apple CarPlay;;Yes;Manual;2;6
5123;535TUN20158;Ford;Hilux;43722;124995;SUV;2.9;Electric;Lane Assist, ABS, Airbags;Nabeul;2015;Manual;Average;White;Apple CarPlay, Navigation;;No;Manual;1;10
5124;875TUN11785;Volkswagen;Elantra;41448;25996;Pickup;3.0;Diesel;Lane Assist, ESP;Tataouine;2003;Automatic;Good;White;Apple CarPlay;;No;Automatic;2;22
5125;866TUN25922;Hyundai;Jumpy;44083;199133;SUV;2.0;Diesel;Blind Spot Monitor, ESP, ABS;Tunis;2018;Automatic;Good;Gray;USB Ports, Navigation;;No;Automatic;2;7
5126;548TUN24898;Toyota;Camry;55021;34783;Pickup;2.5;Petrol;Blind Spot Monitor, Airbags;Sfax;2023;Automatic;Average;Red;USB Ports, Android Auto;;Yes;Automatic;1;2
5127;534TUN74904;Volkswagen;308;38206;219185;Hatchback;1.5;Electric;ABS;Tunis;2017;Automatic;Good;Black;Navigation;;No;Automatic;2;8
5128;922TUN78758;Toyota;Camry;46095;50382;SUV;3.0;Diesel;Airbags, Traction Control;GabÃ¨s;2013;Automatic;Average;White;Bluetooth, Android Auto;;Yes;Automatic;1;12
5129;866TUN81707;Mercedes;Polo;41468;241326;Pickup;4.7;Hybrid;Lane Assist;Monastir;2012;Manual;Average;Black;Apple CarPlay, USB Ports;;Yes;Manual;1;13
5130;109TUN48895;Renault;Sorento;38708;100643;SUV;2.5;Hybrid;Blind Spot Monitor, Traction Control, ABS;Sfax;2009;Automatic;Average;Black;Apple CarPlay, Android Auto;;Yes;Automatic;1;16
5131;401TUN98694;BMW;X3;34720;182644;Hatchback;2.2;Hybrid;Blind Spot Monitor;Kairouan;2009;Automatic;Average;Black;Radio, USB Ports;;No;Automatic;1;16
5132;430TUN90622;Kia;Corolla;48632;143154;SUV;3.0;Diesel;Blind Spot Monitor, ESP, Lane Assist;Nabeul;2015;Automatic;Excellent;Blue;Apple CarPlay, Android Auto, Radio;;No;Automatic;3;10
5133;677TUN95225;Ford;Clio;26538;282625;Hatchback;1.9;Petrol;Lane Assist;Sousse;2005;Manual;Good;Red;Radio;;No;Manual;2;20
5134;397TUN78583;Kia;Golf;35073;205073;SUV;2.0;Hybrid;Traction Control;Kairouan;2008;Manual;Excellent;Black;Android Auto;;Yes;Manual;3;17
5135;922TUN90478;Volkswagen;Captur;34064;222931;SUV;3.2;Petrol;Airbags, Blind Spot Monitor;Sfax;2010;Manual;Average;Gray;Bluetooth, Navigation, USB Ports;;No;Manual;1;15
5136;480TUN78076;Peugeot;Fiesta;47819;251693;SUV;2.2;Electric;Traction Control, ESP;GabÃ¨s;2023;Manual;Excellent;Gray;Radio, Apple CarPlay;;Yes;Manual;3;2
5137;583TUN70670;Hyundai;Jumpy;50964;101919;Pickup;2.0;Hybrid;Lane Assist, Airbags;GabÃ¨s;2018;Automatic;Excellent;Blue;USB Ports, Apple CarPlay;;No;Automatic;3;7
5138;438TUN27739;Renault;Polo;41283;5301;SUV;2.2;Electric;Lane Assist, ESP;Tataouine;2008;Manual;Average;Black;Radio, Bluetooth, Navigation;;No;Manual;1;17
5139;832TUN72111;Toyota;Yaris;53876;44532;Coupe;2.2;Hybrid;Traction Control, ABS, ESP;GabÃ¨s;2020;Manual;Good;Blue;USB Ports;;No;Manual;2;5
5141;168TUN10734;Hyundai;Focus;31837;266882;Coupe;1.5;Petrol;Airbags;Sousse;2010;Manual;Excellent;Black;Apple CarPlay;;Yes;Manual;3;15
5142;292TUN36118;Ford;Polo;49144;216509;Sedan;3.0;Hybrid;ESP, Traction Control, ABS;Tataouine;2025;Automatic;Average;Black;USB Ports;;No;Automatic;1;0
5143;650TUN70108;Volkswagen;Elantra;52597;61585;Hatchback;1.6;Diesel;ESP, Lane Assist;Sfax;2022;Manual;Good;Gray;Radio;;Yes;Manual;2;3
5144;162TUN91916;Toyota;Sorento;31337;55425;Sedan;1.6;Hybrid;ESP;Nabeul;2000;Manual;Good;Black;Android Auto;;Yes;Manual;2;25
5145;260TUN18751;Volkswagen;Passat;24200;292885;Coupe;2.5;Petrol;ABS;Monastir;2005;Manual;Average;Gray;USB Ports;;No;Manual;1;20
5146;672TUN39626;Ford;Symbol;34329;120692;Coupe;2.2;Petrol;Lane Assist, ESP;Kairouan;2003;Manual;Excellent;Black;Apple CarPlay, Android Auto, Navigation;;No;Manual;3;22
5147;114TUN35249;CitroÃ«n;Clio;44207;177069;Coupe;2.0;Diesel;ABS, Airbags;Tunis;2017;Manual;Excellent;Black;Navigation, Apple CarPlay, Bluetooth;;No;Manual;3;8
5148;940TUN65858;Peugeot;X3;61875;194870;SUV;5.5;Petrol;Airbags;Monastir;2023;Manual;Excellent;Black;Navigation, Apple CarPlay, Bluetooth;;No;Manual;3;2
5149;413TUN58139;Renault;Tiguan;47399;98128;Pickup;2.2;Hybrid;Airbags, ESP;Sfax;2019;Automatic;Average;White;Android Auto;;No;Automatic;1;6
5150;512TUN43390;CitroÃ«n;Rio;34898;31077;Coupe;1.0;Petrol;Blind Spot Monitor, Lane Assist, ABS;Bizerte;2005;Automatic;Average;White;USB Ports;;No;Automatic;1;20
5151;756TUN96424;CitroÃ«n;Sprinter;31538;281796;Pickup;4.7;Hybrid;ESP, Airbags;GabÃ¨s;2003;Manual;Average;Red;USB Ports, Bluetooth, Navigation;;Yes;Manual;1;22
5152;706TUN29978;Hyundai;Hilux;39962;239121;SUV;3.0;Electric;Traction Control;Monastir;2014;Manual;Good;Red;Navigation, USB Ports;;No;Manual;2;11
5153;321TUN46698;Hyundai;i10;44576;142302;Sedan;1.9;Diesel;Traction Control, Blind Spot Monitor;Tunis;2020;Manual;Average;Blue;Radio, Navigation;;Yes;Manual;1;5
5154;677TUN23411;Volkswagen;Transit;29576;194761;Sedan;1.8;Electric;Blind Spot Monitor, ABS;Sousse;2007;Automatic;Good;Gray;Apple CarPlay;;Yes;Automatic;2;18
5155;634TUN86980;Hyundai;208;46100;38545;Coupe;2.5;Hybrid;Blind Spot Monitor, ESP, Traction Control;GabÃ¨s;2011;Manual;Excellent;White;Radio;;Yes;Manual;3;14
5156;492TUN53274;Toyota;Focus;25004;180441;Hatchback;2.8;Electric;Traction Control, Lane Assist, ESP;Tunis;2000;Manual;Average;White;Navigation;;Yes;Manual;1;25
5157;973TUN87616;Kia;2008;54694;73688;SUV;3.0;Petrol;ABS, Blind Spot Monitor, Traction Control;Bizerte;2021;Manual;Average;Gray;Android Auto, Bluetooth, Radio;;Yes;Manual;1;4
5158;926TUN90725;Volkswagen;X3;40291;196496;Hatchback;2.0;Diesel;Lane Assist, Traction Control;Sfax;2013;Automatic;Excellent;Blue;Android Auto;;Yes;Automatic;3;12
5159;584TUN37434;Renault;C5;55433;119130;Coupe;3.0;Petrol;ESP, Airbags, Lane Assist;GabÃ¨s;2021;Manual;Excellent;Blue;Radio, Apple CarPlay;;Yes;Manual;3;4
5160;902TUN40386;Peugeot;308;14716;291264;Sedan;1.5;Hybrid;Blind Spot Monitor;Monastir;2000;Manual;Average;White;Bluetooth;;Yes;Manual;1;25
5161;193TUN90599;CitroÃ«n;Ranger;30073;194562;Coupe;2.0;Electric;ABS;Nabeul;2006;Manual;Good;Red;Bluetooth, Navigation;;No;Manual;2;19
5162;268TUN72320;Ford;Camry;45906;91618;SUV;3.2;Electric;ABS, ESP;Bizerte;2013;Automatic;Average;Gray;USB Ports, Navigation, Radio;;No;Automatic;1;12
5163;431TUN20195;Ford;Passat;26477;246195;Hatchback;1.5;Hybrid;Airbags, ABS, Blind Spot Monitor;Tozeur;2003;Manual;Excellent;Black;Android Auto;;No;Manual;3;22
5164;153TUN27953;BMW;X1;48223;112585;Pickup;3.0;Electric;Lane Assist;Monastir;2014;Manual;Excellent;Gray;USB Ports, Apple CarPlay, Bluetooth;;Yes;Manual;3;11
5165;550TUN65758;Kia;3008;48988;121525;Sedan;3.5;Hybrid;Blind Spot Monitor;Kairouan;2015;Manual;Good;White;Bluetooth, Radio;;No;Manual;2;10
5166;434TUN49656;Ford;7 Series;32982;267072;SUV;1.9;Petrol;ABS, Lane Assist;Nabeul;2010;Manual;Good;Red;Radio;;Yes;Manual;2;15
5167;220TUN41558;Mercedes;Tiguan;27237;160820;Sedan;1.5;Electric;Blind Spot Monitor, ESP;Monastir;2000;Manual;Excellent;White;USB Ports, Android Auto;;Yes;Manual;3;25
5168;486TUN60532;BMW;Kuga;29602;201335;SUV;2.2;Hybrid;ESP, Lane Assist, Blind Spot Monitor;Tunis;2004;Automatic;Good;Red;Apple CarPlay, Navigation, Radio;;Yes;Automatic;2;21
5169;463TUN50863;Kia;i20;52801;83813;Pickup;1.6;Electric;Traction Control, Lane Assist;Sousse;2025;Manual;Average;Blue;USB Ports, Bluetooth;;No;Manual;1;0
5170;424TUN79558;Peugeot;Accent;35234;103154;SUV;3.0;Diesel;ABS;Monastir;2000;Manual;Good;Blue;Apple CarPlay;;Yes;Manual;2;25
5171;719TUN38036;Hyundai;X3;35922;183569;Pickup;2.4;Petrol;Traction Control;Tataouine;2009;Automatic;Excellent;White;Navigation, Bluetooth, Apple CarPlay;;No;Automatic;3;16
5172;748TUN46403;Peugeot;308;43992;101816;Sedan;1.8;Diesel;Airbags, Traction Control, ESP;Nabeul;2012;Manual;Excellent;Red;Apple CarPlay;;No;Manual;3;13
5173;960TUN67310;BMW;Sorento;51140;154888;Hatchback;4.0;Petrol;Airbags;Kairouan;2018;Automatic;Good;Blue;Radio, Apple CarPlay;;No;Automatic;2;7
5174;601TUN42838;Ford;Tiguan;29437;260588;Pickup;1.3;Diesel;Blind Spot Monitor, ESP;Monastir;2009;Automatic;Good;Red;USB Ports, Bluetooth, Apple CarPlay;;Yes;Automatic;2;16
5175;671TUN67070;Hyundai;Picanto;46247;121895;SUV;2.0;Diesel;ABS, ESP;Sfax;2020;Manual;Average;Black;USB Ports, Android Auto;;No;Manual;1;5
5176;282TUN13315;Volkswagen;5 Series;48389;101236;SUV;2.5;Petrol;ABS, Traction Control, Lane Assist;Bizerte;2019;Automatic;Average;Blue;Radio;;Yes;Automatic;1;6
5177;975TUN71089;Kia;Focus;44228;141662;SUV;4.2;Diesel;Traction Control, Blind Spot Monitor, Lane Assist;Tataouine;2009;Manual;Good;Black;Radio, USB Ports;;No;Manual;2;16
5178;454TUN65584;Mercedes;7 Series;51159;219061;Sedan;3.0;Diesel;Lane Assist, Airbags, ESP;Kairouan;2019;Automatic;Excellent;Red;Bluetooth, Apple CarPlay, Radio;;No;Automatic;3;6
5179;673TUN35032;Mercedes;Focus;39141;205330;Coupe;2.2;Hybrid;Airbags;Sousse;2013;Manual;Good;Gray;Radio, Bluetooth, Apple CarPlay;;No;Manual;2;12
5180;283TUN11398;BMW;A-Class;40022;40594;Pickup;4.3;Electric;ESP, Airbags;Nabeul;2003;Automatic;Average;Gray;Apple CarPlay, USB Ports;;No;Automatic;1;22
5181;469TUN78944;Ford;i10;51909;93331;Sedan;2.0;Petrol;Airbags;GabÃ¨s;2022;Manual;Good;Gray;Apple CarPlay;;Yes;Manual;2;3
5182;700TUN50683;BMW;Camry;37897;52975;Coupe;3.0;Electric;Blind Spot Monitor;Tunis;2003;Automatic;Good;Blue;Navigation, Apple CarPlay, Bluetooth;;Yes;Automatic;2;22
5183;477TUN43260;BMW;Elantra;50049;175099;Sedan;2.2;Diesel;Lane Assist;Tozeur;2025;Manual;Good;Black;Bluetooth, USB Ports, Radio;;Yes;Manual;2;0
5184;113TUN89531;Renault;A-Class;43589;21617;Coupe;3.0;Hybrid;Lane Assist, ABS, Blind Spot Monitor;Sfax;2009;Manual;Average;Blue;Apple CarPlay, USB Ports, Android Auto;;Yes;Manual;1;16
5185;762TUN46038;Hyundai;Symbol;38739;111859;Sedan;2.2;Electric;Blind Spot Monitor, Traction Control;Tozeur;2006;Manual;Excellent;Gray;Apple CarPlay;;No;Manual;3;19
5186;507TUN15756;Kia;Partner;28522;284074;Coupe;3.0;Petrol;Airbags;Kairouan;2006;Manual;Good;Gray;Radio;;Yes;Manual;2;19
5187;821TUN43166;Toyota;Ranger;50930;110351;Sedan;1.8;Hybrid;Blind Spot Monitor, ESP, Traction Control;Sousse;2019;Manual;Excellent;Black;Android Auto, Apple CarPlay, Bluetooth;;No;Manual;3;6
5188;158TUN84996;Renault;Fiesta;43033;73095;Coupe;2.4;Petrol;Lane Assist;Sousse;2012;Automatic;Average;Red;Bluetooth, Android Auto, Navigation;;No;Automatic;1;13
5189;983TUN71709;CitroÃ«n;GLC;20236;270578;SUV;1.5;Petrol;Airbags;Kairouan;2001;Manual;Good;Black;Navigation, USB Ports;;No;Manual;2;24
5190;747TUN69569;Renault;Jetta;34120;138769;Pickup;1.4;Diesel;ESP, Lane Assist;Sfax;2006;Manual;Excellent;Gray;Android Auto, Bluetooth;;No;Manual;3;19
5191;584TUN94875;Renault;X1;51123;129494;Hatchback;2.0;Petrol;Lane Assist;Sousse;2019;Manual;Excellent;Gray;Android Auto;;Yes;Manual;3;6
5192;926TUN23616;BMW;Accent;51419;34279;Hatchback;1.8;Diesel;Airbags, ABS;Sfax;2020;Manual;Average;Red;Apple CarPlay, Radio, Android Auto;;Yes;Manual;1;5
5193;129TUN90336;CitroÃ«n;7 Series;56557;11026;Coupe;4.7;Diesel;Blind Spot Monitor, ESP;Sfax;2014;Manual;Good;Red;Navigation, Bluetooth;;Yes;Manual;2;11
5194;256TUN33187;CitroÃ«n;Yaris;27574;175764;Coupe;2.2;Electric;ESP, ABS;GabÃ¨s;2003;Automatic;Average;Black;Navigation;;No;Automatic;1;22
5195;234TUN20855;CitroÃ«n;Golf;47392;213676;Sedan;3.0;Diesel;ESP;Nabeul;2020;Manual;Good;Blue;Android Auto, Apple CarPlay, Radio;;Yes;Manual;2;5
5196;966TUN25653;BMW;3 Series;31327;213209;Pickup;2.5;Petrol;ESP, Traction Control;Nabeul;2006;Automatic;Good;White;Navigation;;Yes;Automatic;2;19
5197;752TUN18169;BMW;Berlingo;38810;171694;SUV;2.5;Diesel;ESP;Monastir;2015;Manual;Average;White;Apple CarPlay, USB Ports;;No;Manual;1;10
5198;978TUN81314;Volkswagen;Passat;50345;85938;Pickup;2.2;Diesel;Traction Control, Airbags;Monastir;2019;Automatic;Average;Gray;Navigation, Android Auto;;Yes;Automatic;1;6
